1440,3.6531,0
1440,4.12,1
1260,3.8269,1
1530,3.78,1
1600,4.2759,1
1530,4.0769,1
1450,3.6531,1
1440,3.3878,1
1240,3.4375,1
1280,4.0208,0
1430,4.0545,0
1330,3.8947,1
1260,4.0179,0
1140,3.5833,0
1490,4.1458,1
1490,4.1458,1
1490,4.1458,1
1490,4.1458,1
1420,4.0833,1
1500,4.18,0
1500,4.18,0
1530,4.1154,0
1510,3.875,1
1450,4.0833,0
1450,4.0833,0
1330,3.66,1
1470,4.06,1
1300,3.6136,1
1410,4.0208,0
1540,4.1923,0
1210,2.86,0
1450,3.7083,0
1250,3.8958,1
1520,3.963,1
1460,4.04,0
1400,3.4815,0
1190,3.4583,0
1380,4.1154,1
1290,3.3958,0
1380,3.7909,0
1290,3.9432,0
1500,4.2692,0
1550,4.2069,1
1340,3.6067,0
1320,3.0505,0
1550,4.0192,1
1070,3.7,0
1600,4.3167,1
1400,4.0769,1
1300,3.6136,1
1540,4.1463,0
1290,3.7455,0
1330,3.9184,0
1550,4.04,1
1420,3.9,0
1420,3.9,0
1460,3.4038,0
1420,4.2857,0
1310,3.68,0
1500,4.18,0
1270,3.5833,1
1380,4.0577,1
1280,3.9574,0
1020,3.2462,0
1370,4.0208,0
1300,3.6667,0
1270,3.9792,0
1500,4.1837,0
1040,3.4894,0
1270,3.4286,0
1460,3.6844,0
1310,3.9,0
1230,4.2321,1
1260,3.7083,0
1410,3.4906,1
1260,3.4565,0
1540,4.1463,0
1530,4.1154,0
1330,3.9444,1
1420,3.6667,0
1510,3.7174,0
1280,3.8542,1
1480,4.32,0
1350,4.02,1
1360,3.6607,0
1540,4.2586,0
1540,4.32,1
1440,3.8793,1
1480,4.0,1
1350,4.125,0
1410,3.7963,0
1450,3.8269,1
1480,4.32,0
1590,3.94,1
1490,4.098,0
1380,3.3732,1
1380,3.3732,1
1170,3.32,0
1480,4.1667,0
1580,4.273,1
1380,3.6122,0
1490,3.9828,1
1540,4.3607,0
1580,4.3675,0
1350,4.1837,0
1550,4.0962,0
1600,4.0619,0
1400,4.125,0
1480,4.098,0
1480,4.098,0
1480,4.098,0
1480,4.098,0
1480,4.098,0
1480,4.098,0
1290,3.7941,0
1490,4.098,0
1250,3.9107,1
1430,3.75,0
1420,3.8235,0
1320,3.7037,0
1320,3.7037,0
1320,3.7037,0
1320,3.7037,0
1220,2.9231,0
1390,4.1071,0
1290,3.7941,0
1410,3.3958,0
1410,4.15,0
1290,3.56,0
1490,4.2917,0
1350,4.125,0
1290,3.6735,1
1220,2.9231,0
1550,4.1947,0
1520,3.8462,1
1340,3.9231,1
1260,3.5976,0
1410,4.2075,0
1530,4.3571,1
1500,3.9796,0
1470,3.7533,0
1470,3.7533,0
1370,3.6111,0
1450,3.64,1
1280,3.9792,0
1430,4.12,0
1510,3.04,0
1540,4.0408,0
1570,4.0185,1
1510,3.6042,0
1480,3.9167,0
1480,3.9167,0
1530,4.4583,0
1470,4.0741,0
1330,4.1042,0
1520,4.1455,0
1550,4.3846,0
1460,3.9348,0
1540,4.3878,0
1470,3.64,0
1470,3.64,0
1470,3.64,0
1500,3.8,0
1500,3.8,0
1500,3.8,0
1500,3.8,0
1500,3.8,0
1500,3.8,0
1320,3.875,1
1300,3.8542,1
1120,3.7692,0
1550,4.3571,0
1490,4.1148,0
1440,3.76,1
1250,3.5208,0
1570,4.3704,1
1590,4.56,1
1370,3.7518,0
1560,4.34,1
1470,4.1887,0
1440,3.8333,0
1450,3.5652,1
1410,3.8462,1
1460,4.18,0
1320,3.6122,0
1490,3.7736,0
1350,3.6875,1
1440,3.6667,0
1340,3.8772,0
1540,4.0,1
1400,3.8302,0
1520,4.0192,1
1280,4.0208,0
1250,3.7037,0
1520,4.0,0
1450,3.8654,0
1380,3.0417,0
1300,4.0625,1
1530,4.3269,0
1560,3.537,0
1570,4.3793,1
1520,3.8333,0
1410,4.2593,0
1360,3.5,0
1550,4.3,1
1470,3.66,0
1360,3.3696,1
